on road old,on road now,years,km,rating,condition,economy,top speed,hp,torque,current price,depreciation,km_per_year,performance,value_score
686538.0,797605.0,3.0,77703.0,5.0,9.0,12.0,198.0,74.0,132.0,462499.0,224039.0,19425.75,206.0,60.0
633666.0,806052.0,7.0,115176.0,5.0,2.0,11.0,152.0,71.0,95.0,252549.5,381116.5,14397.0,166.0,55.0
520168.0,896983.0,2.0,149654.0,4.0,4.0,9.0,145.0,76.0,133.0,111185.0,408983.0,49884.666666666664,209.0,36.0
520389.0,757603.0,3.0,126940.0,1.0,10.0,15.0,194.0,73.0,135.0,181428.5,338960.5,31735.0,208.0,15.0
645738.0,863715.0,4.0,103761.0,4.0,10.0,11.0,162.0,107.0,96.0,389925.5,255812.5,20752.2,203.0,44.0
680781.0,826128.0,7.0,76860.0,2.0,9.0,13.0,139.0,93.0,86.0,467395.0,213386.0,9607.5,179.0,26.0
645485.0,702547.0,2.0,104980.0,2.0,5.0,10.0,181.0,76.0,129.0,255901.5,389583.5,34993.333333333336,205.0,20.0
631117.0,869606.0,3.0,87698.0,2.0,1.0,9.0,139.0,96.0,99.0,399672.0,231445.0,21924.5,195.0,18.0
634610.0,726256.0,4.0,105279.0,4.0,9.0,10.0,158.0,59.0,99.0,289049.5,345560.5,21055.8,158.0,40.0
556598.0,849902.0,4.0,130514.0,3.0,9.0,15.0,189.0,120.0,133.0,210661.5,345936.5,26102.8,253.0,45.0
579894.0,750878.0,7.0,95846.0,4.0,10.0,13.0,150.0,66.0,140.0,324373.0,255521.0,11980.75,206.0,52.0
581432.0,847558.0,2.0,79912.0,5.0,8.0,13.0,160.0,118.0,130.0,413066.0,168366.0,26637.333333333332,248.0,65.0
644663.0,798258.0,6.0,108644.0,2.0,2.0,9.0,155.0,67.0,136.0,283248.0,361415.0,15520.57142857143,203.0,18.0
664671.0,813825.0,3.0,62177.0,2.0,6.0,12.0,160.0,70.0,132.0,494575.5,170095.5,15544.25,202.0,24.0
580508.0,816624.0,2.0,62188.0,2.0,8.0,8.0,165.0,94.0,77.0,466398.0,114110.0,20729.333333333332,171.0,16.0
660351.0,703234.0,4.0,56991.0,1.0,8.0,14.0,151.0,66.0,97.0,469956.0,190395.0,11398.2,163.0,14.0
517451.0,770875.0,4.0,52568.0,1.0,1.0,12.0,151.0,76.0,73.0,433602.0,83849.0,10513.6,149.0,12.0
636153.0,720593.0,2.0,127404.0,1.0,3.0,14.0,144.0,67.0,118.0,169125.5,467027.5,42468.0,185.0,14.0
610290.0,828062.0,2.0,101870.0,1.0,2.0,12.0,188.0,109.0,112.0,311973.0,298317.0,33956.666666666664,221.0,12.0
552852.0,893431.0,2.0,95757.0,3.0,2.0,10.0,137.0,54.0,98.0,340429.5,212422.5,31919.0,152.0,30.0
533182.0,835338.0,7.0,132541.0,3.0,4.0,11.0,185.0,83.0,95.0,146568.0,386614.0,16567.625,178.0,33.0
529558.0,833873.0,4.0,85911.0,1.0,3.0,13.0,145.0,79.0,78.0,337917.0,191641.0,17182.2,157.0,13.0
506504.0,700428.0,4.0,105905.0,3.0,1.0,13.0,160.0,52.0,130.0,179711.5,326792.5,21181.0,182.0,39.0
565733.0,731851.0,5.0,132105.0,1.0,5.0,9.0,152.0,93.0,96.0,120583.5,445149.5,22017.5,189.0,9.0
515983.0,700536.0,7.0,104079.0,4.0,6.0,13.0,138.0,64.0,121.0,188186.0,327797.0,13009.875,185.0,52.0
647888.0,834728.0,6.0,67098.0,5.0,2.0,12.0,193.0,110.0,121.0,470890.5,176997.5,9585.42857142857,231.0,60.0
620634.0,878823.0,3.0,90829.0,5.0,5.0,11.0,141.0,58.0,68.0,389610.0,231024.0,22707.25,126.0,55.0
508335.0,757721.0,6.0,54003.0,2.0,7.0,11.0,160.0,106.0,80.0,421781.0,86554.0,7714.714285714285,186.0,22.0
674274.0,877820.0,6.0,119356.0,2.0,7.0,13.0,194.0,59.0,107.0,303419.0,370855.0,17050.85714285714,166.0,26.0
549895.0,792233.0,5.0,95730.0,5.0,8.0,14.0,170.0,91.0,123.0,304818.0,245077.0,15955.0,214.0,70.0
520016.0,754494.0,7.0,123383.0,4.0,1.0,12.0,164.0,77.0,109.0,136079.0,383937.0,15422.875,186.0,48.0
502311.0,817354.0,4.0,106613.0,2.0,1.0,10.0,174.0,114.0,120.0,233139.0,269172.0,21322.6,234.0,20.0
545000.0,842756.0,7.0,109021.0,4.0,3.0,15.0,197.0,74.0,75.0,250309.5,294690.5,13627.625,149.0,60.0
653099.0,797771.0,2.0,88306.0,2.0,10.0,8.0,196.0,76.0,121.0,422439.5,230659.5,29435.333333333332,197.0,16.0
573939.0,714027.0,6.0,149902.0,4.0,9.0,15.0,194.0,119.0,139.0,70862.0,503077.0,21414.571428571428,258.0,60.0
568040.0,877489.0,5.0,136622.0,2.0,3.0,12.0,164.0,119.0,75.0,175102.5,392937.5,22770.333333333332,194.0,24.0
673958.0,842763.0,5.0,55722.0,3.0,10.0,10.0,151.0,96.0,125.0,584267.5,89690.5,9287.0,221.0,30.0
616614.0,828422.0,6.0,144644.0,4.0,1.0,11.0,165.0,79.0,95.0,140796.5,475817.5,20663.428571428572,174.0,44.0
541120.0,778500.0,2.0,61612.0,1.0,5.0,9.0,152.0,54.0,101.0,415103.0,126017.0,20537.333333333332,155.0,9.0
532232.0,777524.0,7.0,84252.0,2.0,6.0,13.0,164.0,95.0,70.0,313619.5,218612.5,10531.5,165.0,26.0
556073.0,715972.0,6.0,82440.0,5.0,8.0,15.0,180.0,58.0,101.0,320603.0,235470.0,11777.142857142857,159.0,75.0
629451.0,895138.0,4.0,97989.0,5.0,10.0,15.0,135.0,74.0,99.0,421655.5,207795.5,19597.8,173.0,75.0
566783.0,738810.0,6.0,70087.0,3.0,10.0,11.0,141.0,106.0,136.0,418934.0,147849.0,10012.42857142857,242.0,33.0
691412.0,769253.0,2.0,145509.0,1.0,5.0,13.0,139.0,79.0,78.0,150076.0,541336.0,48503.0,157.0,13.0
619141.0,712376.0,5.0,68811.0,5.0,2.0,12.0,152.0,63.0,93.0,390756.5,228384.5,11468.5,156.0,60.0
652966.0,812593.0,5.0,69621.0,3.0,1.0,8.0,164.0,86.0,114.0,453069.0,199897.0,11603.5,200.0,24.0
528256.0,773069.0,6.0,148374.0,2.0,7.0,13.0,137.0,65.0,90.0,61928.5,466327.5,21196.285714285714,155.0,26.0
601042.0,756860.0,2.0,92988.0,2.0,1.0,12.0,170.0,99.0,98.0,307255.0,293787.0,30996.0,197.0,24.0
523291.0,841204.0,3.0,90252.0,2.0,5.0,11.0,197.0,103.0,89.0,322951.5,200339.5,22563.0,192.0,22.0
600109.0,884745.0,7.0,74321.0,2.0,2.0,12.0,192.0,113.0,95.0,437043.5,163065.5,9290.125,208.0,24.0
645041.0,752476.0,7.0,63498.0,1.0,10.0,10.0,173.0,108.0,72.0,486590.0,158451.0,7937.25,180.0,10.0
623825.0,729335.0,2.0,56523.0,5.0,6.0,12.0,155.0,57.0,108.0,456154.5,167670.5,18841.0,165.0,60.0
607602.0,858063.0,4.0,96206.0,5.0,4.0,8.0,194.0,53.0,71.0,349762.0,257840.0,19241.2,124.0,40.0
543030.0,793768.0,4.0,92823.0,5.0,9.0,15.0,189.0,119.0,91.0,327994.0,215036.0,18564.6,210.0,75.0
625785.0,796611.0,4.0,71337.0,2.0,1.0,9.0,185.0,72.0,88.0,425567.5,200217.5,14267.4,160.0,18.0
671630.0,845889.0,4.0,78714.0,1.0,8.0,11.0,155.0,97.0,114.0,460019.5,211610.5,15742.8,211.0,11.0
584296.0,731786.0,5.0,128071.0,4.0,5.0,12.0,171.0,82.0,119.0,146527.0,437769.0,21345.166666666668,201.0,48.0
663529.0,790944.0,5.0,149319.0,5.0,6.0,9.0,149.0,67.0,76.0,134035.0,529494.0,24886.5,143.0,45.0
515286.0,815528.0,2.0,118682.0,1.0,1.0,15.0,167.0,83.0,95.0,190949.0,324337.0,39560.666666666664,178.0,15.0
658016.0,865597.0,4.0,112697.0,4.0,4.0,11.0,142.0,99.0,124.0,311773.5,346242.5,22539.4,223.0,44.0
676170.0,710374.0,6.0,134933.0,2.0,5.0,11.0,181.0,112.0,73.0,151474.0,524696.0,19276.14285714286,185.0,22.0
615801.0,720231.0,4.0,124042.0,2.0,9.0,9.0,139.0,53.0,120.0,201073.0,414728.0,24808.4,173.0,18.0
576829.0,805870.0,7.0,137368.0,3.0,10.0,12.0,168.0,86.0,78.0,183833.5,392995.5,17171.0,164.0,36.0
508483.0,788651.0,3.0,101657.0,3.0,4.0,12.0,178.0,71.0,124.0,242709.5,265773.5,25414.25,195.0,36.0
572334.0,897566.0,7.0,55973.0,3.0,9.0,15.0,177.0,53.0,85.0,532570.5,39763.5,6996.625,138.0,45.0
546523.0,719590.0,6.0,113621.0,5.0,6.0,8.0,199.0,95.0,109.0,180368.5,366154.5,16231.57142857143,204.0,40.0
683369.0,755676.0,6.0,89354.0,1.0,10.0,12.0,140.0,56.0,127.0,408452.5,274916.5,12764.857142857143,183.0,12.0
616371.0,852340.0,6.0,74383.0,1.0,7.0,11.0,166.0,64.0,93.0,441561.5,174809.5,10626.142857142857,157.0,11.0
543184.0,841354.0,7.0,57662.0,4.0,7.0,14.0,151.0,50.0,132.0,462397.5,80786.5,7207.75,182.0,56.0
628736.0,863990.0,4.0,139020.0,3.0,7.0,11.0,135.0,52.0,106.0,198503.0,430233.0,27804.0,158.0,33.0
531436.0,700159.0,4.0,121583.0,4.0,4.0,10.0,196.0,108.0,108.0,130233.5,401202.5,24316.6,216.0,40.0
696192.0,876112.0,2.0,122105.0,5.0,3.0,13.0,147.0,114.0,80.0,299655.0,396537.0,40701.666666666664,194.0,65.0
600416.0,779302.0,3.0,144945.0,2.0,1.0,12.0,192.0,78.0,97.0,110229.5,490186.5,36236.25,175.0,24.0
521447.0,724511.0,2.0,114405.0,5.0,3.0,14.0,179.0,63.0,71.0,167281.5,354165.5,38135.0,134.0,70.0
544374.0,858658.0,6.0,58398.0,4.0,4.0,13.0,182.0,101.0,105.0,465338.5,79035.5,8342.57142857143,206.0,52.0
524970.0,845639.0,6.0,126851.0,3.0,10.0,9.0,182.0,95.0,93.0,224359.5,300610.5,18121.571428571428,188.0,27.0
591530.0,720609.0,3.0,124328.0,4.0,8.0,12.0,186.0,101.0,125.0,175810.0,415720.0,31082.0,226.0,48.0
673122.0,897238.0,3.0,88278.0,1.0,2.0,10.0,148.0,50.0,95.0,432159.5,240962.5,22069.5,145.0,10.0
676306.0,723288.0,2.0,66457.0,1.0,6.0,8.0,160.0,81.0,77.0,438032.5,238273.5,22152.333333333332,158.0,8.0
588197.0,779302.0,6.0,146627.0,2.0,3.0,12.0,149.0,61.0,90.0,93713.0,494484.0,20946.714285714286,151.0,24.0
641477.0,712485.0,7.0,144949.0,5.0,6.0,12.0,151.0,68.0,108.0,94467.5,547009.5,18118.625,176.0,60.0
520571.0,709408.0,3.0,81850.0,5.0,10.0,15.0,144.0,109.0,132.0,339335.5,181235.5,20462.5,241.0,75.0
504320.0,706580.0,7.0,95032.0,3.0,3.0,14.0,164.0,71.0,138.0,217446.0,286874.0,11879.0,209.0,42.0
582950.0,797342.0,7.0,137660.0,2.0,10.0,14.0,189.0,96.0,111.0,181414.5,401535.5,17207.5,207.0,28.0
597016.0,787804.0,6.0,74444.0,5.0,3.0,8.0,188.0,80.0,79.0,392635.5,204380.5,10634.857142857143,159.0,40.0
585740.0,843726.0,5.0,107592.0,5.0,8.0,15.0,139.0,101.0,122.0,301042.5,284697.5,17932.0,223.0,75.0
548349.0,854964.0,2.0,59864.0,3.0,6.0,8.0,152.0,63.0,75.0,466371.0,81978.0,19954.666666666668,138.0,24.0
587586.0,740933.0,3.0,137631.0,2.0,5.0,14.0,176.0,81.0,87.0,115462.5,472123.5,34407.75,168.0,28.0
638714.0,750236.0,3.0,69965.0,1.0,4.0,8.0,144.0,118.0,125.0,415231.5,223482.5,17491.25,243.0,8.0
569982.0,838204.0,4.0,102557.0,3.0,6.0,13.0,192.0,63.0,101.0,297625.0,272357.0,20511.4,164.0,39.0
664315.0,810730.0,2.0,132059.0,2.0,8.0,13.0,150.0,87.0,87.0,225917.0,438398.0,44019.666666666664,174.0,26.0
512372.0,878370.0,3.0,114559.0,1.0,4.0,9.0,180.0,76.0,71.0,237730.0,274642.0,28639.75,147.0,9.0
671452.0,796746.0,2.0,55584.0,4.0,2.0,8.0,179.0,106.0,85.0,512492.0,158960.0,18528.0,191.0,32.0
537738.0,823031.0,2.0,115870.0,3.0,6.0,12.0,137.0,77.0,111.0,221132.5,316605.5,38623.333333333336,188.0,36.0
567822.0,710159.0,6.0,139591.0,3.0,3.0,14.0,194.0,119.0,82.0,77277.0,490545.0,19941.571428571428,201.0,42.0
547286.0,707757.0,5.0,120623.0,1.0,4.0,14.0,172.0,85.0,133.0,144272.5,403013.5,20103.833333333332,218.0,14.0
587055.0,877794.0,6.0,106261.0,2.0,9.0,13.0,157.0,72.0,92.0,333278.0,253777.0,15180.142857142857,164.0,26.0
649982.0,832534.0,6.0,128355.0,2.0,4.0,14.0,185.0,53.0,100.0,224745.0,425237.0,18336.428571428572,153.0,28.0
603780.0,763791.0,7.0,118943.0,2.0,4.0,14.0,150.0,85.0,110.0,200408.5,403371.5,14867.875,195.0,28.0
536176.0,735637.0,6.0,145766.0,1.0,6.0,8.0,147.0,114.0,69.0,53040.0,483136.0,20823.714285714286,183.0,8.0
679477.0,764803.0,6.0,87261.0,2.0,9.0,14.0,145.0,79.0,79.0,398998.0,280479.0,12465.857142857143,158.0,28.0
671462.0,829731.0,4.0,119637.0,1.0,7.0,14.0,146.0,59.0,136.0,280209.0,391253.0,23927.4,195.0,14.0
658607.0,896593.0,2.0,56816.0,3.0,7.0,14.0,150.0,50.0,130.0,559108.0,99499.0,18938.666666666668,180.0,42.0
583530.0,710040.0,2.0,88125.0,1.0,10.0,12.0,170.0,104.0,121.0,344539.0,238991.0,29375.0,225.0,12.0
653631.0,730342.0,7.0,115951.0,1.0,4.0,8.0,197.0,102.0,90.0,220518.0,433113.0,14493.875,192.0,8.0
674431.0,856101.0,3.0,109797.0,4.0,9.0,9.0,146.0,64.0,101.0,356189.0,318242.0,27449.25,165.0,36.0
698493.0,747571.0,2.0,127410.0,3.0,1.0,12.0,177.0,92.0,128.0,213768.5,484724.5,42470.0,220.0,36.0
691881.0,881862.0,5.0,90839.0,3.0,3.0,11.0,168.0,83.0,70.0,422417.0,269464.0,15139.833333333334,153.0,33.0
620214.0,899611.0,7.0,124062.0,4.0,5.0,8.0,186.0,85.0,125.0,257565.5,362648.5,15507.75,210.0,32.0
509580.0,768883.0,4.0,123140.0,5.0,9.0,15.0,162.0,60.0,79.0,177509.5,332070.5,24628.0,139.0,75.0
584015.0,724269.0,7.0,105792.0,4.0,8.0,15.0,153.0,86.0,95.0,239746.0,344269.0,13224.0,181.0,60.0
553989.0,841852.0,3.0,147158.0,2.0,1.0,8.0,159.0,62.0,82.0,109367.0,444622.0,36789.5,144.0,16.0
557674.0,825063.0,6.0,127322.0,1.0,2.0,15.0,198.0,63.0,136.0,178520.0,379154.0,18188.85714285714,199.0,15.0
639010.0,835484.0,5.0,107869.0,4.0,1.0,9.0,165.0,74.0,85.0,304923.5,334086.5,17978.166666666668,159.0,36.0
505728.0,749773.0,5.0,100534.0,1.0,9.0,15.0,137.0,72.0,119.0,253853.5,251874.5,16755.666666666668,191.0,15.0
543621.0,788333.0,5.0,60253.0,5.0,7.0,12.0,173.0,98.0,102.0,433627.0,109994.0,10042.166666666666,200.0,60.0
527250.0,784626.0,5.0,143820.0,1.0,7.0,13.0,138.0,113.0,119.0,87769.0,439481.0,23970.0,232.0,13.0
528409.0,796046.0,3.0,108126.0,2.0,10.0,10.0,167.0,88.0,76.0,279833.5,248575.5,27031.5,164.0,20.0
688314.0,872806.0,7.0,86468.0,4.0,9.0,11.0,193.0,54.0,99.0,456554.5,231759.5,10808.5,153.0,44.0
696315.0,796530.0,2.0,124475.0,2.0,8.0,13.0,187.0,98.0,121.0,265194.0,431121.0,41491.666666666664,219.0,26.0
592383.0,826939.0,3.0,116569.0,4.0,5.0,10.0,189.0,107.0,117.0,245594.5,346788.5,29142.25,224.0,40.0
575187.0,720321.0,2.0,134678.0,5.0,1.0,15.0,191.0,85.0,88.0,110883.5,464303.5,44892.666666666664,173.0,75.0
698453.0,746977.0,4.0,93630.0,4.0,8.0,15.0,182.0,96.0,135.0,364898.0,333555.0,18726.0,231.0,60.0
607647.0,798207.0,7.0,78435.0,5.0,3.0,15.0,192.0,109.0,128.0,382794.5,224852.5,9804.375,237.0,75.0
588507.0,872216.0,2.0,124399.0,3.0,7.0,8.0,159.0,107.0,96.0,241487.5,347019.5,41466.333333333336,203.0,24.0
551965.0,834998.0,4.0,97132.0,5.0,5.0,10.0,138.0,82.0,88.0,307770.5,244194.5,19426.4,170.0,50.0
541483.0,715243.0,3.0,87442.0,2.0,1.0,12.0,161.0,102.0,132.0,278759.5,262723.5,21860.5,234.0,24.0
581130.0,891071.0,6.0,122255.0,3.0,2.0,8.0,135.0,105.0,135.0,243549.5,337580.5,17465.0,240.0,24.0
660714.0,791594.0,3.0,134769.0,3.0,1.0,11.0,145.0,101.0,86.0,187305.0,473409.0,33692.25,187.0,33.0
566392.0,823362.0,6.0,101287.0,5.0,1.0,10.0,140.0,55.0,74.0,287588.5,278803.5,14469.57142857143,129.0,50.0
527694.0,841596.0,3.0,145806.0,1.0,6.0,10.0,190.0,72.0,117.0,105427.5,422266.5,36451.5,189.0,10.0
626554.0,899711.0,4.0,99211.0,5.0,5.0,11.0,195.0,74.0,105.0,369149.0,257405.0,19842.2,179.0,55.0
571467.0,765775.0,5.0,94523.0,5.0,10.0,12.0,168.0,97.0,87.0,340777.0,230690.0,15753.833333333334,184.0,60.0
544189.0,818471.0,3.0,63875.0,4.0,2.0,13.0,136.0,101.0,80.0,426479.5,117709.5,15968.75,181.0,52.0
521859.0,707939.0,5.0,97557.0,3.0,3.0,12.0,194.0,67.0,81.0,223594.5,298264.5,16259.5,148.0,36.0
634877.0,813371.0,3.0,55465.0,2.0,3.0,12.0,141.0,100.0,93.0,502519.0,132358.0,13866.25,193.0,24.0
589273.0,790301.0,5.0,119377.0,1.0,5.0,15.0,141.0,86.0,82.0,212546.5,376726.5,19896.166666666668,168.0,15.0
511550.0,750505.0,5.0,130810.0,2.0,10.0,15.0,176.0,54.0,89.0,156513.0,355037.0,21801.666666666668,143.0,30.0
646220.0,702366.0,4.0,145992.0,2.0,7.0,12.0,182.0,106.0,82.0,98489.5,547730.5,29198.4,188.0,24.0
622660.0,741192.0,6.0,126380.0,3.0,1.0,9.0,145.0,102.0,111.0,172859.5,449800.5,18054.285714285714,213.0,27.0
543337.0,731550.0,4.0,95556.0,5.0,1.0,8.0,150.0,95.0,103.0,256476.5,286860.5,19111.2,198.0,40.0
548861.0,857901.0,2.0,75116.0,5.0,3.0,8.0,158.0,120.0,89.0,404800.5,144060.5,25038.666666666668,209.0,40.0
541461.0,843856.0,6.0,67545.0,5.0,6.0,11.0,154.0,110.0,113.0,424290.0,117171.0,9649.285714285714,223.0,55.0
545595.0,717327.0,5.0,81284.0,5.0,10.0,15.0,152.0,62.0,124.0,356606.5,188988.5,13547.333333333334,186.0,75.0
517766.0,747853.0,4.0,79429.0,3.0,6.0,14.0,170.0,76.0,92.0,318858.0,198908.0,15885.8,168.0,42.0
538623.0,721997.0,7.0,119412.0,3.0,6.0,8.0,184.0,80.0,118.0,148491.0,390132.0,14926.5,198.0,24.0
613093.0,877850.0,7.0,126287.0,2.0,1.0,13.0,137.0,88.0,117.0,232192.0,380901.0,15785.875,205.0,26.0
620996.0,828982.0,4.0,143998.0,1.0,1.0,9.0,169.0,118.0,129.0,148734.5,472261.5,28799.6,247.0,9.0
501908.0,771448.0,5.0,135572.0,3.0,2.0,8.0,164.0,99.0,124.0,93190.5,408717.5,22595.333333333332,223.0,24.0
631148.0,760171.0,5.0,103827.0,5.0,6.0,11.0,151.0,72.0,102.0,284462.5,346685.5,17304.5,174.0,55.0
679241.0,898411.0,3.0,65037.0,1.0,1.0,8.0,184.0,108.0,69.0,528770.0,150471.0,16259.25,177.0,8.0
513485.0,730628.0,4.0,140296.0,4.0,5.0,15.0,200.0,94.0,85.0,62737.0,450748.0,28059.2,179.0,60.0
507558.0,883156.0,2.0,101069.0,1.0,10.0,13.0,155.0,77.0,124.0,341328.0,166230.0,33689.666666666664,201.0,13.0
654471.0,775851.0,2.0,120693.0,2.0,8.0,8.0,169.0,89.0,98.0,248983.0,405488.0,40231.0,187.0,16.0
518767.0,854572.0,5.0,80054.0,4.0,6.0,14.0,186.0,53.0,126.0,369571.5,149195.5,13342.333333333334,179.0,56.0
594689.0,701319.0,6.0,140656.0,3.0,8.0,13.0,182.0,65.0,97.0,98254.0,496435.0,20093.714285714286,162.0,39.0
583537.0,836469.0,2.0,142195.0,2.0,7.0,15.0,136.0,65.0,120.0,149899.5,433637.5,47398.333333333336,185.0,30.0
655721.0,806559.0,5.0,106474.0,3.0,2.0,12.0,197.0,115.0,115.0,304104.5,351616.5,17745.666666666668,230.0,36.0
634647.0,794081.0,2.0,105836.0,1.0,4.0,12.0,175.0,68.0,133.0,291776.5,342870.5,35278.666666666664,201.0,12.0
527890.0,738409.0,3.0,124079.0,4.0,2.0,15.0,137.0,94.0,92.0,137514.0,390376.0,31019.75,186.0,60.0
542651.0,722681.0,7.0,77270.0,2.0,4.0,12.0,145.0,77.0,131.0,315959.0,226692.0,9658.75,208.0,24.0
589240.0,746731.0,7.0,103849.0,2.0,10.0,15.0,150.0,99.0,127.0,294502.5,294737.5,12981.125,226.0,30.0
568150.0,763196.0,3.0,92412.0,4.0,9.0,11.0,138.0,54.0,130.0,326161.5,241988.5,23103.0,184.0,44.0
577168.0,735086.0,3.0,141554.0,1.0,10.0,14.0,178.0,74.0,95.0,140061.5,437106.5,35388.5,169.0,14.0
640249.0,792994.0,2.0,54434.0,1.0,9.0,11.0,172.0,107.0,79.0,528634.0,111615.0,18144.666666666668,186.0,11.0
647619.0,793190.0,5.0,101181.0,3.0,8.0,14.0,141.0,74.0,116.0,330887.0,316732.0,16863.5,190.0,42.0
654467.0,869899.0,3.0,76062.0,4.0,1.0,10.0,170.0,61.0,91.0,458537.0,195930.0,19015.5,152.0,40.0
664983.0,736838.0,3.0,95495.0,2.0,9.0,10.0,137.0,56.0,78.0,348535.0,316448.0,23873.75,134.0,20.0
615463.0,712908.0,4.0,51554.0,5.0,5.0,9.0,148.0,96.0,70.0,460780.0,154683.0,10310.8,166.0,45.0
572446.0,870038.0,3.0,132274.0,4.0,7.0,14.0,147.0,54.0,100.0,201188.5,371257.5,33068.5,154.0,56.0
594696.0,855105.0,3.0,87005.0,3.0,9.0,13.0,142.0,56.0,138.0,406657.5,188038.5,21751.25,194.0,39.0
524904.0,774466.0,6.0,65811.0,5.0,10.0,12.0,153.0,67.0,78.0,434336.5,90567.5,9401.57142857143,145.0,60.0
584033.0,829176.0,5.0,138104.0,4.0,8.0,15.0,136.0,59.0,104.0,169784.0,414249.0,23017.333333333332,163.0,60.0
508370.0,862188.0,6.0,57881.0,5.0,10.0,8.0,189.0,99.0,114.0,501662.5,6707.5,8268.714285714286,213.0,40.0
593197.0,834788.0,6.0,100726.0,4.0,7.0,12.0,187.0,91.0,121.0,316387.5,276809.5,14389.42857142857,212.0,48.0
675546.0,786507.0,6.0,64839.0,3.0,10.0,15.0,181.0,86.0,122.0,518211.0,157335.0,9262.714285714286,208.0,45.0
537143.0,873326.0,4.0,114966.0,2.0,7.0,13.0,178.0,82.0,76.0,253530.5,283612.5,22993.2,158.0,26.0
503157.0,777340.0,2.0,89738.0,1.0,9.0,15.0,187.0,81.0,114.0,311109.0,192048.0,29912.666666666668,195.0,15.0
595792.0,780647.0,2.0,80464.0,3.0,3.0,14.0,200.0,70.0,110.0,366878.5,228913.5,26821.333333333332,180.0,42.0
534796.0,852477.0,2.0,101958.0,2.0,7.0,8.0,135.0,58.0,84.0,294378.5,240417.5,33986.0,142.0,16.0
511258.0,794800.0,6.0,104308.0,2.0,9.0,14.0,177.0,95.0,97.0,261732.0,249526.0,14901.142857142857,192.0,28.0
563132.0,805585.0,2.0,148957.0,3.0,9.0,8.0,139.0,88.0,85.0,118348.5,444783.5,49652.333333333336,173.0,24.0
624433.0,875297.0,6.0,141733.0,1.0,5.0,15.0,155.0,74.0,113.0,180891.5,443541.5,20247.571428571428,187.0,15.0
512111.0,836145.0,5.0,91811.0,2.0,2.0,15.0,173.0,86.0,114.0,305652.5,206458.5,15301.833333333334,200.0,30.0
682076.0,793665.0,3.0,148100.0,5.0,6.0,13.0,151.0,109.0,133.0,151080.5,530995.5,37025.0,242.0,65.0
553490.0,894415.0,3.0,56331.0,3.0,9.0,13.0,183.0,107.0,72.0,528418.5,25071.5,14082.75,179.0,39.0
513450.0,814818.0,2.0,120128.0,3.0,10.0,15.0,152.0,71.0,71.0,233987.0,279463.0,40042.666666666664,142.0,45.0
621011.0,769323.0,6.0,122677.0,5.0,6.0,14.0,196.0,82.0,76.0,206296.5,414714.5,17525.285714285714,158.0,70.0
656169.0,764735.0,4.0,130980.0,1.0,3.0,12.0,200.0,56.0,93.0,186388.5,469780.5,26196.0,149.0,12.0
534765.0,771066.0,6.0,78783.0,3.0,8.0,13.0,165.0,89.0,70.0,350647.5,184117.5,11254.714285714286,159.0,39.0
537109.0,883382.0,7.0,105503.0,3.0,8.0,9.0,177.0,87.0,115.0,296565.5,240543.5,13187.875,202.0,27.0
510950.0,762880.0,3.0,136240.0,5.0,6.0,12.0,156.0,66.0,118.0,97526.0,413424.0,34060.0,184.0,60.0
558274.0,709074.0,7.0,60237.0,4.0,3.0,11.0,185.0,74.0,100.0,385196.0,173078.0,7529.625,174.0,44.0
642521.0,870335.0,6.0,139432.0,5.0,1.0,11.0,168.0,117.0,123.0,196639.5,445881.5,19918.85714285714,240.0,55.0
607617.0,805462.0,7.0,125676.0,2.0,3.0,15.0,164.0,87.0,93.0,195854.0,411763.0,15709.5,180.0,30.0
522202.0,828170.0,3.0,96723.0,4.0,2.0,11.0,143.0,114.0,73.0,288926.0,233276.0,24180.75,187.0,44.0
639975.0,860663.0,5.0,60199.0,1.0,10.0,12.0,185.0,118.0,137.0,558253.0,81722.0,10033.166666666666,255.0,12.0
576623.0,876236.0,3.0,64751.0,5.0,1.0,11.0,176.0,68.0,70.0,469084.5,107538.5,16187.75,138.0,55.0
533774.0,870736.0,6.0,70261.0,5.0,7.0,14.0,188.0,99.0,119.0,427590.0,106184.0,10037.285714285714,218.0,70.0
577791.0,755598.0,6.0,137347.0,3.0,3.0,14.0,164.0,70.0,131.0,113942.0,463849.0,19621.0,201.0,42.0
638318.0,865954.0,5.0,68619.0,3.0,4.0,12.0,147.0,68.0,118.0,476969.5,161348.5,11436.5,186.0,36.0
676152.0,798347.0,6.0,59148.0,2.0,10.0,13.0,184.0,107.0,107.0,547069.0,129083.0,8449.714285714286,214.0,26.0
697108.0,880380.0,7.0,102743.0,5.0,7.0,10.0,200.0,60.0,103.0,379566.0,317542.0,12842.875,163.0,50.0
685511.0,806008.0,2.0,122212.0,3.0,8.0,15.0,143.0,73.0,106.0,273674.5,411836.5,40737.333333333336,179.0,45.0
570018.0,758728.0,3.0,112885.0,4.0,9.0,14.0,160.0,69.0,92.0,243006.5,327011.5,28221.25,161.0,56.0
656130.0,716423.0,3.0,92903.0,4.0,5.0,8.0,162.0,54.0,140.0,316827.5,339302.5,23225.75,194.0,32.0
673015.0,713688.0,5.0,74724.0,1.0,1.0,8.0,178.0,106.0,72.0,393104.0,279911.0,12454.0,178.0,8.0
